id,title,content,date,created_at,updated_at,link,organizer,typesite,typeid
32,"Book Discussion on ""Ask For It"" by Linda Babcock and Sara Laschever","<p>Come join a discussion on the insightful book, <em>Ask For It: How Women Can Use the Power of Negotiation to Get What they Really Want</em> by Linda Babcock and Sara Laschever! Sarah Kahn, UX Designer at Adzerk, recommended this book after reading it and will be leading the group discussion.</p>
<p>We are planning this event very far in advance to give you all a chance to read this book and gather your thoughts before discussin. Here are a few places where you can either check-out or purchase a copy of the book! (NOTE: This book is not available in any of the Orange County Libraries.)</p>
<p><strong>Durham County Libraries:</strong> <a href=""http://tinyurl.com/durham-askforit"">http://tinyurl.com/durham-askforit</a></p>
<p><a href=""http://tinyurl.com/durham-askforit""></a><strong><span>Wake County Libraries:</span></strong> <a href=""https://catalog.wakegov.com/Record/479942"">https://catalog.wakegov.com/Record/479942</a></p>
<p><strong>Amazon.com:</strong> <a href=""http://www.amazon.com/gp/product/0553383752"">http://www.amazon.com/gp/product/0553383752</a></p>
<p>Here is a synopsis taken from Amazon.com on the book:</p>
<p style=""padding-left : 30px""><em>In their groundbreaking book, <strong>Women Don’t Ask</strong>, Linda Babcock and Sara Laschever uncovered a startling fact: even women who negotiate brilliantly on behalf of others often falter when it comes to asking for themselves. Now they’ve developed the action plan that women all over the country requested—a guide to negotiation that starts before you get to the bargaining table.</em> <br />

 <br />

 <em><strong>Ask for It</strong> explains why it’s essential to ask (men do it all the time) and teaches you how to ask effectively, in ways that feel comfortable to you as a woman. Whether you currently avoid negotiating like the plague or consider yourself hard-charging and fearless, Babcock and Laschever’s compelling stories of real women will help you recognize how much more you deserve—whether it’s a raise, that overdue promotion, an exciting new assignment, or even extra help around the house. Their four-phase program, backed by years of research, will show you how to identify what you’re really worth, maximize your bargaining power, develop the best strategy for your situation, and manage the reactions and emotions that may arise—on both sides. Guided step-by-step, you’ll learn how to draw on the special strengths you bring to the negotiating table to reach agreements that benefit everyone involved.</em> <br />

 <br />

 <em>This collaborative, problem-solving approach will propel you to new places both professionally and personally—and open doors you thought were closed. Because if you never hear no, you’re not asking enough.</em> <span style=""font-size : small""> <br />

</span></p>",2013-06-29,2013-06-13 02:49:08.850118,2013-06-13 02:49:08.850118,http://www.meetup.com/Girl-Develop-It-RDU/events/118915632/,Girl Develop It RDU,,
33,Let's Continue Working on Our WordPress Website,"<p>If you want to learn more about WordPress or already love using it, then you've come to the right place.</p>
<p>Come out and participate/watch/learn as we start a website from nothing and take it to a membership site with an ecommerce component.</p>
<p>We'll test different strategies, plugins, and so forth as we go so everyone is welcome to participate (show us the tools and tricks of the trade you use).</p>
<p>The goal is to give everyone different ways to accomplish the same thing so they can pick and choose what works best for them.</p>",2013-07-01,2013-06-13 02:49:08.881801,2013-06-13 02:49:08.881801,http://www.meetup.com/Cary-WordPress-Web-Design/events/122643322/,Cary WordPress Web Design,,
34,July Triangle OpenStack Meetup,"<p>Tentative Agenda:</p>
<p>* 4:30pm: Welcome &amp; Introductions</p>
<p>* 4:45pm: ""Scaling OpenStack Development: Continuous Integration Overview"" with Jeremy Stanley of the OpenStack Foundation</p>
<p>""The OpenStack Grizzly release brought roughly 400,000 new lines of source code in 10,000 changes from 500 developers over a 6-month period. Every change passed a battery of style, unit, functional and integration tests over the course if its development and review, and again before being merged into the official codebase. This presentation will provide a high-level examination of the techniques used to coordinate and automate software development efforts at such a scale.""</p>
<p>* 5:15pm: TBD</p>
<p>* 5:45pm: Pizza!</p>",2013-07-01,2013-06-13 02:49:08.889493,2013-06-13 02:49:08.889493,http://www.meetup.com/Triangle-OpenStack-Meetup/events/122115362/,Triangle OpenStack Meetup,,
643,3D printing on the Lulzbot,<p>Come by Splatspace and learn the basics of using our Lulzbot AO100 3D printer. I'll have handouts/files available to show you the ropes. Interested non-members can also come to see what's involved in setting up a print.</p>,2013-11-02,2013-11-01 09:00:15.591139,2013-11-01 09:00:15.591139,http://www.meetup.com/splatspace/events/148548632/,Splat Space - Durham's Hackerspace,,
35,Lessons Learned from a Year of Coaching,"<p><span>Lessons Learned from a Year of Coaching</span></p>
<p><span>We Agile folks like retrospectives:  ""At regular intervals, the team reflects on how to become more effective, then tunes and adjusts its behavior accordingly.""  This principle doesn't just apply to teams, though--Agile coaches profit from retrospectives as well.</span> <br />

 <br />

<span>Join Agile coach Dan Puckett as he takes you through a personal retrospective of his year-long Agile coaching engagement with a client in New York City.  Anyone interested in Agile change within large organizations will benefit from his experience.</span> <br />

 <br />

<span>Topics include:</span> <br />

 <br />

<span>- Managing your sponsor</span> <br />

<span>- A grassroots model for Agile coaching</span> <br />

<span>- Metrics for measuring the effectiveness of coaches working within this model (and the limitations of these metrics)</span> <br />

<span>- Capitalization, time-tracking, and Agile software development</span> <br />

<span>- Taking care of yourself</span> <br />

 <br />

<span>Bio</span> <br />

 <br />

<span>Dan Puckett is an Agile coach.  He has twenty years' experience in the software development business.  He lives in Chapel Hill, NC.</span></p>",2013-07-02,2013-06-13 02:49:08.898174,2013-06-13 02:49:08.898174,http://www.meetup.com/agileRTP/events/115690482/,Agile RTP (ARTp),,
1151,Triangle Buttonwood - P2P Cryptocurrency Trading,"<p>In an attempt to garner support for a Triangle Buttonwood peer-to-peer exchange, I welcome anyone interested in exchanging (or discussing) cryptocurrencies to join us at Nash Square on Thursday evening.</p> <p>Cryptocurrencies are math-based currencies which aren't controlled by any central entity, but instead by a distributed computer network which secures the payment network against fraud. The first and most popular cryptocurrency is Bitcoin, which will likely be the dominant cryptocurrency being traded at each meetup (though all cryptocurrencies are welcome). Even if you've never heard of or used cryptocurrencies, bring a smartphone or laptop, a good attitude and good questions, and be prepared to have your mind blown by the possibilities which are unlocked by cryptocurrencies.</p> <p>Ground rules:<br/>1. No force.<br/>2. No fraud.<br/>3. No coercion.<br/>4. Have fun!</p> <p>We meet right in the middle of Nash Square, next to the Fallen Fire Fighters Memorial.  During the winter, when it is cold and dark, we may wander over to the Brewmasters reasturant rather quickly.  Brewmasters across the street from the south west corner of Nash Square.</p>",2014-02-20,2014-02-20 09:02:47.51552,2014-02-20 09:02:47.51552,http://www.meetup.com/Triangle-Bitcoin-Meetup/events/166352262/,Triangle Bitcoin Meetup,,
38,Code for Raleigh: July Meetup,"<p> </p>
<p>Since the first Thursday falls on a holiday, we are shifting the July meetup back one week to July 11. We will gather at 5:30pm and start the meeting at 6pm. <br />

 <br />

Potential agenda items: <br />

6:00-6:30 - Code for Raleigh goals review <br />

6:30-7:30 - CityCamp NC team project presentations &lt;-- need to invite teams <br />

7:30 - SeeClickFix demo (Ben) &lt;-- need to confirm</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> <br />

 <br />

 <br />

</p>
<p> </p>
<p> </p>",2013-07-11,2013-06-13 02:49:08.922003,2013-06-13 02:49:08.922003,http://www.meetup.com/Triangle-Code-for-America/events/123340472/,Triangle Code for America,,
39,CSS Performance,"<p>You. Yes you, have made Function Pink one of the best meetups in the country. I know this because <a href=""http://www.codeschool.com/"">Code School</a> has selected Function Pink as one of a handful of meetups from across the country to host a presentation. One of Code School's instructors, <a href=""https://twitter.com/nickawalsh"">Nick Walsh</a>, will be presenting via Skype about CSS performance.</p>
<p>Nick is a front-end developer by way of design, having traded in Creative Suite for CSS methodologies and web standards. As a preprocessor aficionado nary a day goes by without him evangelizing Sass, Haml or CoffeeScript. In his presentation, you'll learn how advancements in CSS have quickly shifted the conversation from what you can do to what you shouldn't do. This discussion goes into profiling CSS paint times and frame rates, optimizing selectors, the various implications of retina-friendly images, and common performance pitfalls in stylesheets.</p>
<p>Oh, and Code School is feeding you too so <strong>come hungry</strong>. As always you are welcome to bring some beer. So let's all mark our calendars for July 11th, meetup, kick back and learn about how to make our CSS more performant. See you there.</p>",2013-07-11,2013-06-13 02:49:08.932863,2013-06-13 02:49:08.932863,http://www.meetup.com/functionpink/events/123331722/,Function Pink,,
40,Sixth MEETUP OF 2013,"<p>Our first Meetup for 2013 will be February 7 and the rest of the planned Meetups will be the <strong>first</strong> Thursday of the month except May--on the 16th, and July  --on the 11 to avoid meeting on the 4th.  The change was necessitated by the class schedule for SAS's corporate clients.</p>
<p> </p>
<p> </p>
<p><em>Non-SAS employees:</em>Please RSVP on the Meetup site by 9am on the day of the Meetup. Guests are welcome. If you can't make it, un-RSVP so somebody else can use your slot. Check in at the front gate when you arrive and follow the map directions to building S.</p>
<p><em>SAS employees:</em> You do not need to RSVP - just show up. Let Ross Hannah and I know if you can help with hosting or cleaning up.</p>
<p>Smoking is not allowed in the building, but we do have free WiFi available under the SSID ""guest"". Feel free to bring your own snacks and drinks or use the first floor break room (near the bathrooms on the left as you come in - meeting rooms are to the right).</p>
<p>Presenters and sponsors wanted! If you can present something during a future meetup please contact Bill Walser, Bill Lahti or Mike Thomas--and, of course Ed, Ross, and Luke.</p>",2013-07-11,2013-06-13 02:49:08.940946,2013-06-13 02:49:08.940946,http://www.meetup.com/TriDroid/events/101157622/,TriDroid - NC Triangle Android Meetup,,
41,Defy Gravity,<br />,2013-07-12,2013-06-13 02:49:08.950184,2013-06-13 02:49:08.950184,http://www.meetup.com/Raleigh-Nerd-Herd/events/121705922/,Raleigh Nerd Herd,,
42,July TriTAUG,<br />,2013-07-17,2013-06-13 02:49:08.95924,2013-06-13 02:49:08.95924,http://www.meetup.com/TriTAUG/events/109443282/,Triangle Testing and Automation User Group,,
44,Seventh MEETUP OF 2013,"<p>Our first Meetup for 2013 will be February 7 and the rest of the planned Meetups will be the <strong>first</strong> Thursday of the month except May--on the 16th, and July  --on the 11 to avoid meeting on the 4th.  The change was necessitated by the class schedule for SAS's corporate clients.</p>
<p> </p>
<p> </p>
<p><em>Non-SAS employees:</em>Please RSVP on the Meetup site by 9am on the day of the Meetup. Guests are welcome. If you can't make it, un-RSVP so somebody else can use your slot. Check in at the front gate when you arrive and follow the map directions to building S.</p>
<p><em>SAS employees:</em> You do not need to RSVP - just show up. Let Ross Hannah and I know if you can help with hosting or cleaning up.</p>
<p>Smoking is not allowed in the building, but we do have free WiFi available under the SSID ""guest"". Feel free to bring your own snacks and drinks or use the first floor break room (near the bathrooms on the left as you come in - meeting rooms are to the right).</p>
<p>Presenters and sponsors wanted! If you can present something during a future meetup please contact Bill Walser, Bill Lahti or Mike Thomas--and, of course Ed, Ross, and Luke.</p>",2013-08-01,2013-06-13 02:49:08.974631,2013-06-13 02:49:08.974631,http://www.meetup.com/TriDroid/events/101158202/,TriDroid - NC Triangle Android Meetup,,
